80
52
60
84
84
70
72
82
84
72
88
90
88
60
62
70
70
54
84
90
84
96
66
88
72
66
84
66
58
84
84
96
80
72
72
82
86
88
84
110
66
62
56
68
100
42
78
104
74
58
